age,County,Population,FIP,Total,age_sort,year,merger
67 to 69 years,"Fauquier County, Virginia",945,VA_061,65495,67,2008-2012,"67 to 69 yearsFauquier County, Virginia"
67 to 69 years,"Loudoun County, Virginia",2373,VA_107,314980,67,2008-2012,"67 to 69 yearsLoudoun County, Virginia"
67 to 69 years,"Prince William County, Virginia",3496,VA_153,404011,67,2008-2012,"67 to 69 yearsPrince William County, Virginia"
67 to 69 years,"Rappahannock County, Virginia",146,VA_157,7440,67,2008-2012,"67 to 69 yearsRappahannock County, Virginia"
67 to 69 years,"Spotsylvania County, Virginia",1210,VA_177,122854,67,2008-2012,"67 to 69 yearsSpotsylvania County, Virginia"
67 to 69 years,"Stafford County, Virginia",965,VA_179,129446,67,2008-2012,"67 to 69 yearsStafford County, Virginia"
67 to 69 years,"Warren County, Virginia",276,VA_187,37567,67,2008-2012,"67 to 69 yearsWarren County, Virginia"
67 to 69 years,"Alexandria city, Virginia",1498,VA_510,140337,67,2008-2012,"67 to 69 yearsAlexandria city, Virginia"
67 to 69 years,"Fairfax city, Virginia",370,VA_600,22712,67,2008-2012,"67 to 69 yearsFairfax city, Virginia"
67 to 69 years,"Falls Church city, Virginia",112,VA_610,12300,67,2008-2012,"67 to 69 yearsFalls Church city, Virginia"
67 to 69 years,"Fredericksburg city, Virginia",188,VA_630,24932,67,2008-2012,"67 to 69 yearsFredericksburg city, Virginia"
67 to 69 years,"Manassas city, Virginia",367,VA_683,37943,67,2008-2012,"67 to 69 yearsManassas city, Virginia"
67 to 69 years,"Manassas Park city, Virginia",115,VA_685,14409,67,2008-2012,"67 to 69 yearsManassas Park city, Virginia"
67 to 69 years,"Jefferson County, West Virginia",617,WV_037,53545,67,2008-2012,"67 to 69 yearsJefferson County, West Virginia"
70 to 74 years,"District of Columbia, District of Columbia",8932,DC_001,605759,70,2008-2012,"70 to 74 yearsDistrict of Columbia, District of Columbia"
70 to 74 years,"Calvert County, Maryland",1111,MD_009,88774,70,2008-2012,"70 to 74 yearsCalvert County, Maryland"
70 to 74 years,"Charles County, Maryland",1909,MD_017,147107,70,2008-2012,"70 to 74 yearsCharles County, Maryland"
70 to 74 years,"Frederick County, Maryland",3298,MD_021,234268,70,2008-2012,"70 to 74 yearsFrederick County, Maryland"
70 to 74 years,"Montgomery County, Maryland",14616,MD_031,974824,70,2008-2012,"70 to 74 yearsMontgomery County, Maryland"
70 to 74 years,"Prince George's County, Maryland",11164,MD_033,865443,70,2008-2012,"70 to 74 yearsPrince George's County, Maryland"
70 to 74 years,"Arlington County, Virginia",2136,VA_013,209077,70,2008-2012,"70 to 74 yearsArlington County, Virginia"
70 to 74 years,"Clarke County, Virginia",163,VA_043,14143,70,2008-2012,"70 to 74 yearsClarke County, Virginia"
70 to 74 years,"Culpeper County, Virginia",642,VA_047,46894,70,2008-2012,"70 to 74 yearsCulpeper County, Virginia"
70 to 74 years,"Fairfax County, Virginia",13810,VA_059,1083770,70,2008-2012,"70 to 74 yearsFairfax County, Virginia"
70 to 74 years,"Fauquier County, Virginia",1006,VA_061,65495,70,2008-2012,"70 to 74 yearsFauquier County, Virginia"
70 to 74 years,"Loudoun County, Virginia",2581,VA_107,314980,70,2008-2012,"70 to 74 yearsLoudoun County, Virginia"
70 to 74 years,"Prince William County, Virginia",3859,VA_153,404011,70,2008-2012,"70 to 74 yearsPrince William County, Virginia"
70 to 74 years,"Rappahannock County, Virginia",269,VA_157,7440,70,2008-2012,"70 to 74 yearsRappahannock County, Virginia"
70 to 74 years,"Spotsylvania County, Virginia",1457,VA_177,122854,70,2008-2012,"70 to 74 yearsSpotsylvania County, Virginia"
70 to 74 years,"Stafford County, Virginia",1475,VA_179,129446,70,2008-2012,"70 to 74 yearsStafford County, Virginia"
70 to 74 years,"Warren County, Virginia",765,VA_187,37567,70,2008-2012,"70 to 74 yearsWarren County, Virginia"
70 to 74 years,"Alexandria city, Virginia",1471,VA_510,140337,70,2008-2012,"70 to 74 yearsAlexandria city, Virginia"
70 to 74 years,"Fairfax city, Virginia",380,VA_600,22712,70,2008-2012,"70 to 74 yearsFairfax city, Virginia"
70 to 74 years,"Falls Church city, Virginia",199,VA_610,12300,70,2008-2012,"70 to 74 yearsFalls Church city, Virginia"
70 to 74 years,"Fredericksburg city, Virginia",368,VA_630,24932,70,2008-2012,"70 to 74 yearsFredericksburg city, Virginia"
70 to 74 years,"Manassas city, Virginia",375,VA_683,37943,70,2008-2012,"70 to 74 yearsManassas city, Virginia"
70 to 74 years,"Manassas Park city, Virginia",116,VA_685,14409,70,2008-2012,"70 to 74 yearsManassas Park city, Virginia"
70 to 74 years,"Jefferson County, West Virginia",773,WV_037,53545,70,2008-2012,"70 to 74 yearsJefferson County, West Virginia"
75 to 79 years,"District of Columbia, District of Columbia",7169,DC_001,605759,75,2008-2012,"75 to 79 yearsDistrict of Columbia, District of Columbia"
75 to 79 years,"Calvert County, Maryland",1000,MD_009,88774,75,2008-2012,"75 to 79 yearsCalvert County, Maryland"
75 to 79 years,"Charles County, Maryland",1182,MD_017,147107,75,2008-2012,"75 to 79 yearsCharles County, Maryland"
75 to 79 years,"Frederick County, Maryland",2377,MD_021,234268,75,2008-2012,"75 to 79 yearsFrederick County, Maryland"
75 to 79 years,"Montgomery County, Maryland",12045,MD_031,974824,75,2008-2012,"75 to 79 yearsMontgomery County, Maryland"
75 to 79 years,"Prince George's County, Maryland",8728,MD_033,865443,75,2008-2012,"75 to 79 yearsPrince George's County, Maryland"
75 to 79 years,"Arlington County, Virginia",1863,VA_013,209077,75,2008-2012,"75 to 79 yearsArlington County, Virginia"
75 to 79 years,"Clarke County, Virginia",287,VA_043,14143,75,2008-2012,"75 to 79 yearsClarke County, Virginia"
75 to 79 years,"Culpeper County, Virginia",508,VA_047,46894,75,2008-2012,"75 to 79 yearsCulpeper County, Virginia"
75 to 79 years,"Fairfax County, Virginia",10259,VA_059,1083770,75,2008-2012,"75 to 79 yearsFairfax County, Virginia"
75 to 79 years,"Fauquier County, Virginia",714,VA_061,65495,75,2008-2012,"75 to 79 yearsFauquier County, Virginia"
75 to 79 years,"Loudoun County, Virginia",1843,VA_107,314980,75,2008-2012,"75 to 79 yearsLoudoun County, Virginia"
75 to 79 years,"Prince William County, Virginia",2502,VA_153,404011,75,2008-2012,"75 to 79 yearsPrince William County, Virginia"
75 to 79 years,"Rappahannock County, Virginia",65,VA_157,7440,75,2008-2012,"75 to 79 yearsRappahannock County, Virginia"
75 to 79 years,"Spotsylvania County, Virginia",1095,VA_177,122854,75,2008-2012,"75 to 79 yearsSpotsylvania County, Virginia"
75 to 79 years,"Stafford County, Virginia",796,VA_179,129446,75,2008-2012,"75 to 79 yearsStafford County, Virginia"
75 to 79 years,"Warren County, Virginia",441,VA_187,37567,75,2008-2012,"75 to 79 yearsWarren County, Virginia"
75 to 79 years,"Alexandria city, Virginia",1224,VA_510,140337,75,2008-2012,"75 to 79 yearsAlexandria city, Virginia"
75 to 79 years,"Fairfax city, Virginia",274,VA_600,22712,75,2008-2012,"75 to 79 yearsFairfax city, Virginia"
75 to 79 years,"Falls Church city, Virginia",114,VA_610,12300,75,2008-2012,"75 to 79 yearsFalls Church city, Virginia"
75 to 79 years,"Fredericksburg city, Virginia",242,VA_630,24932,75,2008-2012,"75 to 79 yearsFredericksburg city, Virginia"
75 to 79 years,"Manassas city, Virginia",238,VA_683,37943,75,2008-2012,"75 to 79 yearsManassas city, Virginia"
75 to 79 years,"Manassas Park city, Virginia",181,VA_685,14409,75,2008-2012,"75 to 79 yearsManassas Park city, Virginia"
75 to 79 years,"Jefferson County, West Virginia",463,WV_037,53545,75,2008-2012,"75 to 79 yearsJefferson County, West Virginia"
80 to 84 years,"District of Columbia, District of Columbia",6032,DC_001,605759,80,2008-2012,"80 to 84 yearsDistrict of Columbia, District of Columbia"
80 to 84 years,"Calvert County, Maryland",741,MD_009,88774,80,2008-2012,"80 to 84 yearsCalvert County, Maryland"
80 to 84 years,"Charles County, Maryland",1101,MD_017,147107,80,2008-2012,"80 to 84 yearsCharles County, Maryland"
80 to 84 years,"Frederick County, Maryland",2384,MD_021,234268,80,2008-2012,"80 to 84 yearsFrederick County, Maryland"
80 to 84 years,"Montgomery County, Maryland",10133,MD_031,974824,80,2008-2012,"80 to 84 yearsMontgomery County, Maryland"
80 to 84 years,"Prince George's County, Maryland",5479,MD_033,865443,80,2008-2012,"80 to 84 yearsPrince George's County, Maryland"
80 to 84 years,"Arlington County, Virginia",1213,VA_013,209077,80,2008-2012,"80 to 84 yearsArlington County, Virginia"
80 to 84 years,"Clarke County, Virginia",182,VA_043,14143,80,2008-2012,"80 to 84 yearsClarke County, Virginia"
80 to 84 years,"Culpeper County, Virginia",379,VA_047,46894,80,2008-2012,"80 to 84 yearsCulpeper County, Virginia"
80 to 84 years,"Fairfax County, Virginia",7434,VA_059,1083770,80,2008-2012,"80 to 84 yearsFairfax County, Virginia"
80 to 84 years,"Fauquier County, Virginia",728,VA_061,65495,80,2008-2012,"80 to 84 yearsFauquier County, Virginia"
80 to 84 years,"Loudoun County, Virginia",1572,VA_107,314980,80,2008-2012,"80 to 84 yearsLoudoun County, Virginia"
80 to 84 years,"Prince William County, Virginia",1490,VA_153,404011,80,2008-2012,"80 to 84 yearsPrince William County, Virginia"
80 to 84 years,"Rappahannock County, Virginia",113,VA_157,7440,80,2008-2012,"80 to 84 yearsRappahannock County, Virginia"
80 to 84 years,"Spotsylvania County, Virginia",1009,VA_177,122854,80,2008-2012,"80 to 84 yearsSpotsylvania County, Virginia"
80 to 84 years,"Stafford County, Virginia",672,VA_179,129446,80,2008-2012,"80 to 84 yearsStafford County, Virginia"
80 to 84 years,"Warren County, Virginia",405,VA_187,37567,80,2008-2012,"80 to 84 yearsWarren County, Virginia"
80 to 84 years,"Alexandria city, Virginia",1030,VA_510,140337,80,2008-2012,"80 to 84 yearsAlexandria city, Virginia"
80 to 84 years,"Fairfax city, Virginia",376,VA_600,22712,80,2008-2012,"80 to 84 yearsFairfax city, Virginia"
80 to 84 years,"Falls Church city, Virginia",62,VA_610,12300,80,2008-2012,"80 to 84 yearsFalls Church city, Virginia"
80 to 84 years,"Fredericksburg city, Virginia",236,VA_630,24932,80,2008-2012,"80 to 84 yearsFredericksburg city, Virginia"
80 to 84 years,"Manassas city, Virginia",329,VA_683,37943,80,2008-2012,"80 to 84 yearsManassas city, Virginia"
80 to 84 years,"Manassas Park city, Virginia",34,VA_685,14409,80,2008-2012,"80 to 84 yearsManassas Park city, Virginia"
80 to 84 years,"Jefferson County, West Virginia",425,WV_037,53545,80,2008-2012,"80 to 84 yearsJefferson County, West Virginia"
85 years and over,"District of Columbia, District of Columbia",7301,DC_001,605759,85,2008-2012,"85 years and overDistrict of Columbia, District of Columbia"
85 years and over,"Calvert County, Maryland",795,MD_009,88774,85,2008-2012,"85 years and overCalvert County, Maryland"
85 years and over,"Charles County, Maryland",1092,MD_017,147107,85,2008-2012,"85 years and overCharles County, Maryland"
85 years and over,"Frederick County, Maryland",2660,MD_021,234268,85,2008-2012,"85 years and overFrederick County, Maryland"
85 years and over,"Montgomery County, Maryland",13476,MD_031,974824,85,2008-2012,"85 years and overMontgomery County, Maryland"
85 years and over,"Prince George's County, Maryland",5660,MD_033,865443,85,2008-2012,"85 years and overPrince George's County, Maryland"
85 years and over,"Arlington County, Virginia",1874,VA_013,209077,85,2008-2012,"85 years and overArlington County, Virginia"
85 years and over,"Clarke County, Virginia",165,VA_043,14143,85,2008-2012,"85 years and overClarke County, Virginia"
85 years and over,"Culpeper County, Virginia",461,VA_047,46894,85,2008-2012,"85 years and overCulpeper County, Virginia"
85 years and over,"Fairfax County, Virginia",8402,VA_059,1083770,85,2008-2012,"85 years and overFairfax County, Virginia"
85 years and over,"Fauquier County, Virginia",574,VA_061,65495,85,2008-2012,"85 years and overFauquier County, Virginia"
85 years and over,"Loudoun County, Virginia",1633,VA_107,314980,85,2008-2012,"85 years and overLoudoun County, Virginia"
85 years and over,"Prince William County, Virginia",1896,VA_153,404011,85,2008-2012,"85 years and overPrince William County, Virginia"
85 years and over,"Rappahannock County, Virginia",138,VA_157,7440,85,2008-2012,"85 years and overRappahannock County, Virginia"
85 years and over,"Spotsylvania County, Virginia",989,VA_177,122854,85,2008-2012,"85 years and overSpotsylvania County, Virginia"
85 years and over,"Stafford County, Virginia",670,VA_179,129446,85,2008-2012,"85 years and overStafford County, Virginia"
85 years and over,"Warren County, Virginia",339,VA_187,37567,85,2008-2012,"85 years and overWarren County, Virginia"
85 years and over,"Alexandria city, Virginia",1257,VA_510,140337,85,2008-2012,"85 years and overAlexandria city, Virginia"
85 years and over,"Fairfax city, Virginia",302,VA_600,22712,85,2008-2012,"85 years and overFairfax city, Virginia"
85 years and over,"Falls Church city, Virginia",157,VA_610,12300,85,2008-2012,"85 years and overFalls Church city, Virginia"
85 years and over,"Fredericksburg city, Virginia",377,VA_630,24932,85,2008-2012,"85 years and overFredericksburg city, Virginia"
85 years and over,"Manassas city, Virginia",245,VA_683,37943,85,2008-2012,"85 years and overManassas city, Virginia"
85 years and over,"Manassas Park city, Virginia",28,VA_685,14409,85,2008-2012,"85 years and overManassas Park city, Virginia"
85 years and over,"Jefferson County, West Virginia",579,WV_037,53545,85,2008-2012,"85 years and overJefferson County, West Virginia"
under 5 years,"District of Columbia, District of Columbia",18640,DC_001,619371,4,2009-2013,"under 5 yearsDistrict of Columbia, District of Columbia"
under 5 years,"Calvert County, Maryland",2587,MD_009,89332,4,2009-2013,"under 5 yearsCalvert County, Maryland"
under 5 years,"Charles County, Maryland",4751,MD_017,148957,4,2009-2013,"under 5 yearsCharles County, Maryland"
under 5 years,"Frederick County, Maryland",7581,MD_021,236668,4,2009-2013,"under 5 yearsFrederick County, Maryland"
under 5 years,"Montgomery County, Maryland",33134,MD_031,989474,4,2009-2013,"under 5 yearsMontgomery County, Maryland"
under 5 years,"Prince George's County, Maryland",30206,MD_033,873481,4,2009-2013,"under 5 yearsPrince George's County, Maryland"
under 5 years,"Arlington County, Virginia",6390,VA_013,214861,4,2009-2013,"under 5 yearsArlington County, Virginia"
under 5 years,"Clarke County, Virginia",344,VA_043,14191,4,2009-2013,"under 5 yearsClarke County, Virginia"
under 5 years,"Culpeper County, Virginia",1583,VA_047,47330,4,2009-2013,"under 5 yearsCulpeper County, Virginia"
under 5 years,"Fairfax County, Virginia",37955,VA_059,1101071,4,2009-2013,"under 5 yearsFairfax County, Virginia"
under 5 years,"Fauquier County, Virginia",1967,VA_061,66015,4,2009-2013,"under 5 yearsFauquier County, Virginia"
under 5 years,"Loudoun County, Virginia",14146,VA_107,326477,4,2009-2013,"under 5 yearsLoudoun County, Virginia"
under 5 years,"Prince William County, Virginia",17257,VA_153,416668,4,2009-2013,"under 5 yearsPrince William County, Virginia"
under 5 years,"Rappahannock County, Virginia",146,VA_157,7448,4,2009-2013,"under 5 yearsRappahannock County, Virginia"
under 5 years,"Spotsylvania County, Virginia",4190,VA_177,124319,4,2009-2013,"under 5 yearsSpotsylvania County, Virginia"
under 5 years,"Stafford County, Virginia",4460,VA_179,131885,4,2009-2013,"under 5 yearsStafford County, Virginia"
under 5 years,"Warren County, Virginia",1131,VA_187,37836,4,2009-2013,"under 5 yearsWarren County, Virginia"
under 5 years,"Alexandria city, Virginia",5298,VA_510,143684,4,2009-2013,"under 5 yearsAlexandria city, Virginia"
under 5 years,"Fairfax city, Virginia",859,VA_600,23027,4,2009-2013,"under 5 yearsFairfax city, Virginia"
under 5 years,"Falls Church city, Virginia",458,VA_610,12731,4,2009-2013,"under 5 yearsFalls Church city, Virginia"
under 5 years,"Fredericksburg city, Virginia",951,VA_630,25931,4,2009-2013,"under 5 yearsFredericksburg city, Virginia"
under 5 years,"Manassas city, Virginia",1697,VA_683,39317,4,2009-2013,"under 5 yearsManassas city, Virginia"
under 5 years,"Manassas Park city, Virginia",976,VA_685,15125,4,2009-2013,"under 5 yearsManassas Park city, Virginia"
under 5 years,"Jefferson County, West Virginia",1785,WV_037,54131,4,2009-2013,"under 5 yearsJefferson County, West Virginia"
5 to 9 years,"District of Columbia, District of Columbia",14041,DC_001,619371,5,2009-2013,"5 to 9 yearsDistrict of Columbia, District of Columbia"
5 to 9 years,"Calvert County, Maryland",2901,MD_009,89332,5,2009-2013,"5 to 9 yearsCalvert County, Maryland"
5 to 9 years,"Charles County, Maryland",5591,MD_017,148957,5,2009-2013,"5 to 9 yearsCharles County, Maryland"
5 to 9 years,"Frederick County, Maryland",8397,MD_021,236668,5,2009-2013,"5 to 9 yearsFrederick County, Maryland"
5 to 9 years,"Montgomery County, Maryland",32666,MD_031,989474,5,2009-2013,"5 to 9 yearsMontgomery County, Maryland"
5 to 9 years,"Prince George's County, Maryland",27085,MD_033,873481,5,2009-2013,"5 to 9 yearsPrince George's County, Maryland"
5 to 9 years,"Arlington County, Virginia",4744,VA_013,214861,5,2009-2013,"5 to 9 yearsArlington County, Virginia"
5 to 9 years,"Clarke County, Virginia",456,VA_043,14191,5,2009-2013,"5 to 9 yearsClarke County, Virginia"
5 to 9 years,"Culpeper County, Virginia",1955,VA_047,47330,5,2009-2013,"5 to 9 yearsCulpeper County, Virginia"
5 to 9 years,"Fairfax County, Virginia",37206,VA_059,1101071,5,2009-2013,"5 to 9 yearsFairfax County, Virginia"
5 to 9 years,"Fauquier County, Virginia",2477,VA_061,66015,5,2009-2013,"5 to 9 yearsFauquier County, Virginia"
5 to 9 years,"Loudoun County, Virginia",15164,VA_107,326477,5,2009-2013,"5 to 9 yearsLoudoun County, Virginia"
5 to 9 years,"Prince William County, Virginia",17900,VA_153,416668,5,2009-2013,"5 to 9 yearsPrince William County, Virginia"
5 to 9 years,"Rappahannock County, Virginia",125,VA_157,7448,5,2009-2013,"5 to 9 yearsRappahannock County, Virginia"
5 to 9 years,"Spotsylvania County, Virginia",4803,VA_177,124319,5,2009-2013,"5 to 9 yearsSpotsylvania County, Virginia"
5 to 9 years,"Stafford County, Virginia",4889,VA_179,131885,5,2009-2013,"5 to 9 yearsStafford County, Virginia"
5 to 9 years,"Warren County, Virginia",1196,VA_187,37836,5,2009-2013,"5 to 9 yearsWarren County, Virginia"
