estimate_year,index,CA_037,CA_059,DC_001,DE_003,FL_011,FL_086,FL_099,GA_013,GA_015,GA_035,GA_045,GA_057,GA_063,GA_067,GA_077,GA_085,GA_089,GA_097,GA_113,GA_117,GA_121,GA_135,GA_143,GA_149,GA_151,GA_159,GA_171,GA_199,GA_211,GA_217,GA_223,GA_227,GA_231,GA_247,GA_255,GA_297,IL_031,IL_037,IL_043,IL_063,IL_089,IL_093,IL_097,IL_111,IL_197,IN_073,IN_089,IN_111,IN_127,MA_009,MA_017,MA_021,MA_023,MA_025,MD_009,MD_015,MD_017,MD_021,MD_031,MD_033,MSA,NH_015,NH_017,NJ_003,NJ_005,NJ_007,NJ_013,NJ_015,NJ_017,NJ_019,NJ_023,NJ_025,NJ_027,NJ_029,NJ_031,NJ_033,NJ_035,NJ_037,NJ_039,NY_005,NY_027,NY_047,NY_059,NY_061,NY_071,NY_079,NY_081,NY_085,NY_087,NY_103,NY_119,PA_017,PA_029,PA_045,PA_091,PA_101,PA_103,TX_015,TX_039,TX_071,TX_085,TX_113,TX_121,TX_139,TX_157,TX_167,TX_201,TX_221,TX_231,TX_251,TX_257,TX_291,TX_339,TX_367,TX_397,TX_425,TX_439,TX_473,TX_497,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WI_059,WV_037
2005-2009,SEQUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0011,0011,0011,,,,,0011,0011,0011,,,,,0011,0011,,,,,0011,,,,,,,,,,,,,,,,,,,,
2005-2009,LOGRECNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000020,0000032,0000048,,,,,0000091,0000096,0000113,,,,,0000158,0000182,,,,,0000249,,,,,,,,,,,,,,,,,,,,
2005-2009,SUMMARY_LEVEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,050,050,,,,,050,050,050,,,,,050,050,,,,,050,,,,,,,,,,,,,,,,,,,,
2005-2009,STATE_FIPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,48,48,,,,,48,48,48,,,,,48,48,,,,,48,,,,,,,,,,,,,,,,,,,,
2005-2009,GEO_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US48015,05000US48039,05000US48071,,,,,05000US48157,05000US48167,05000US48201,,,,,05000US48291,05000US48339,,,,,05000US48473,,,,,,,,,,,,,,,,,,,,
2005-2009,GEO_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Austin County, Texas","Brazoria County, Texas","Chambers County, Texas",,,,,"Fort Bend County, Texas","Galveston County, Texas","Harris County, Texas",,,,,"Liberty County, Texas","Montgomery County, Texas",,,,,"Waller County, Texas",,,,,,,,,,,,,,,,,,,,
2005-2009,B01003_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26567,292304,29198,,,,,508099,282440,3909790,,,,,74941,411726,,,,,35552,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26567,292304,29198,,,,,508099,282440,3909790,,,,,74941,411726,,,,,35552,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_2_male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12923,150352,14668,,,,,253641,138552,1958468,,,,,36767,204839,,,,,17635,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_3_under_5_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,12128,1096,,,,,19098,10560,178283,,,,,2733,15739,,,,,1327,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_4_5_to_9_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,11218,1117,,,,,22035,10008,158660,,,,,3268,15937,,,,,1271,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_5_10_to_14_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,11572,1083,,,,,22274,10349,152181,,,,,2408,17218,,,,,1169,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_6_15_to_17_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,6772,805,,,,,13815,6400,89536,,,,,1809,10006,,,,,775,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_7_18_and_19_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,3954,374,,,,,7383,3701,53812,,,,,922,5378,,,,,733,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_8_20_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,1724,254,,,,,3867,1737,29543,,,,,405,3355,,,,,583,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_9_21_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,1880,47,,,,,3528,2064,28815,,,,,710,3000,,,,,310,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_10_22_to_24_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,5644,573,,,,,8721,4919,84401,,,,,1522,6443,,,,,1458,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_11_25_to_29_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,10322,813,,,,,14197,9724,168157,,,,,2620,13345,,,,,1045,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_12_30_to_34_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,11259,810,,,,,16554,8934,158496,,,,,2486,13308,,,,,995,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_13_35_to_39_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747,11918,1301,,,,,19613,8662,151903,,,,,2829,14778,,,,,1079,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_14_40_to_44_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,12931,1079,,,,,21453,10962,139551,,,,,2384,15426,,,,,1099,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_15_45_to_49_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,12131,1105,,,,,21456,11378,140391,,,,,2731,16485,,,,,1265,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_16_50_to_54_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039,10642,1283,,,,,19398,10505,124384,,,,,2540,14744,,,,,1209,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_17_55_to_59_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,821,7676,950,,,,,14781,8535,97485,,,,,2050,12602,,,,,1050,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_18_60_and_61_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343,3144,418,,,,,5113,2981,32518,,,,,788,4336,,,,,376,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_19_62_to_64_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,3362,421,,,,,5200,3808,38984,,,,,969,5009,,,,,363,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_20_65_and_66_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,1838,208,,,,,2719,2128,21339,,,,,659,3184,,,,,248,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_21_67_to_69_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,2655,227,,,,,3335,2439,25616,,,,,781,3516,,,,,310,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_22_70_to_74_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,3033,278,,,,,3887,3209,32545,,,,,806,4772,,,,,383,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_23_75_to_79_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,2322,227,,,,,2374,2549,25034,,,,,612,3156,,,,,283,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_24_80_to_84_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,1331,128,,,,,1737,1819,15792,,,,,441,1891,,,,,184,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_25_85_years_and_over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,896,71,,,,,1103,1181,11042,,,,,294,1211,,,,,120,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_26_female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13644,141952,14530,,,,,254458,143888,1951322,,,,,38174,206887,,,,,17917,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_27_under_5_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847,11540,925,,,,,18332,10256,171525,,,,,2670,15179,,,,,1403,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_28_5_to_9_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015,10897,1108,,,,,21015,9447,149262,,,,,2432,15305,,,,,1158,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_29_10_to_14_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,10845,1210,,,,,21098,10343,146264,,,,,2933,16392,,,,,1122,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_30_15_to_17_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565,6397,769,,,,,13219,6132,85178,,,,,1709,9427,,,,,760,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_31_18_and_19_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391,3373,272,,,,,6893,3373,49414,,,,,929,4960,,,,,561,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_32_20_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,1276,102,,,,,2814,1636,25760,,,,,475,2586,,,,,617,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_33_21_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,1777,131,,,,,3182,1875,26109,,,,,485,2307,,,,,494,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_34_22_to_24_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,5252,423,,,,,9005,5016,82455,,,,,1504,7177,,,,,1235,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_35_25_to_29_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,9200,859,,,,,12805,9860,158837,,,,,2522,12867,,,,,1088,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_36_30_to_34_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,10345,804,,,,,16604,9220,152945,,,,,2714,13412,,,,,946,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_37_35_to_39_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,10980,1171,,,,,21184,10179,144328,,,,,3334,14935,,,,,1048,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_38_40_to_44_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065,10856,1201,,,,,21574,10522,140210,,,,,2510,15748,,,,,1116,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_39_45_to_49_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1116,11107,1215,,,,,22752,11695,139736,,,,,2892,16499,,,,,1300,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_40_50_to_54_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,9660,1190,,,,,20081,10775,125211,,,,,2528,15032,,,,,1210,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_41_55_to_59_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,7779,1197,,,,,15271,9131,102820,,,,,2000,12863,,,,,1196,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_42_60_and_61_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,2702,226,,,,,4573,3092,33906,,,,,940,4444,,,,,198,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_43_62_to_64_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,3125,269,,,,,5269,3515,41767,,,,,1091,5556,,,,,469,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_44_65_and_66_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,1729,142,,,,,3177,2255,22720,,,,,587,3113,,,,,208,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_45_67_to_69_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,2537,426,,,,,3304,2745,28940,,,,,578,3764,,,,,374,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_46_70_to_74_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,3689,273,,,,,4076,4049,39809,,,,,1172,5835,,,,,494,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_47_75_to_79_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,2933,356,,,,,3436,3448,34217,,,,,986,4196,,,,,294,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_48_80_to_84_years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,1998,121,,,,,2409,2878,26011,,,,,615,2878,,,,,310,,,,,,,,,,,,,,,,,,,,
2005-2009,B01001_49_85_years_and_over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,1955,140,,,,,2385,2446,23898,,,,,568,2412,,,,,316,,,,,,,,,,,,,,,,,,,,
2005-2009,B02001_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26567,292304,29198,,,,,508099,282440,3909790,,,,,74941,411726,,,,,35552,,,,,,,,,,,,,,,,,,,,
2005-2009,B02001_2_white_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22582,222677,23664,,,,,284987,215894,2394660,,,,,59036,357569,,,,,23474,,,,,,,,,,,,,,,,,,,,
2005-2009,B02001_3_black_or_african_american_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2626,30775,3351,,,,,105709,40504,718074,,,,,9243,18661,,,,,9154,,,,,,,,,,,,,,,,,,,,
2005-2009,B02001_4_american_indian_and_alaska_native_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,1159,145,,,,,2110,1500,15496,,,,,408,1482,,,,,306,,,,,,,,,,,,,,,,,,,,
2005-2009,B02001_5_asian_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12909,81,,,,,74725,7808,221370,,,,,276,7404,,,,,241,,,,,,,,,,,,,,,,,,,,
2005-2009,B02001_6_native_hawaiian_and_other_pacific_islander_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,0,,,,,7,169,3573,,,,,115,154,,,,,0,,,,,,,,,,,,,,,,,,,,
2005-2009,B02001_7_some_other_race_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,19184,1725,,,,,31058,11743,497678,,,,,4879,19561,,,,,1708,,,,,,,,,,,,,,,,,,,,
2005-2009,B02001_8_two_or_more_races,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,5526,232,,,,,9503,4822,58939,,,,,984,6895,,,,,669,,,,,,,,,,,,,,,,,,,,
2005-2009,B02001_9_two_races_including_some_other_race,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,1737,18,,,,,3735,1189,20366,,,,,253,1502,,,,,211,,,,,,,,,,,,,,,,,,,,
2005-2009,"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,3789,214,,,,,5768,3633,38573,,,,,731,5393,,,,,458,,,,,,,,,,,,,,,,,,,,
2005-2009,B11001_1_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9028,100617,11615,,,,,140542,107133,1358313,,,,,24285,139258,,,,,12481,,,,,,,,,,,,,,,,,,,,
2005-2009,B11001_2_family_households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6619,77055,9158,,,,,116586,73289,931057,,,,,17772,106393,,,,,9179,,,,,,,,,,,,,,,,,,,,
2005-2009,B11001_3_married-couple_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273,60574,7361,,,,,93081,54291,658113,,,,,13524,85490,,,,,6389,,,,,,,,,,,,,,,,,,,,
2005-2009,B11001_4_other_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346,16481,1797,,,,,23505,18998,272944,,,,,4248,20903,,,,,2790,,,,,,,,,,,,,,,,,,,,
2005-2009,"B11001_5_male_householder,_no_wife_present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,5474,581,,,,,7290,4994,75826,,,,,1433,6430,,,,,767,,,,,,,,,,,,,,,,,,,,
2005-2009,"B11001_6_female_householder,_no_husband_present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852,11007,1216,,,,,16215,14004,197118,,,,,2815,14473,,,,,2023,,,,,,,,,,,,,,,,,,,,
2005-2009,B11001_7_nonfamily_households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2409,23562,2457,,,,,23956,33844,427256,,,,,6513,32865,,,,,3302,,,,,,,,,,,,,,,,,,,,
2005-2009,B11001_8_householder_living_alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128,19797,1951,,,,,20349,28104,353161,,,,,5785,27587,,,,,2562,,,,,,,,,,,,,,,,,,,,
