,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000028,0000031,0000034,0000044,0000057,0000059,0000061,0000068,0000111,0000049,0000057,0000068,0000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000042,16980.0,2013-2017,LOGRECNO
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,050,050,050,050,050,050,050,050,050,050,050,050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,16980.0,2013-2017,SUMMARY_LEVEL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,17,17,17,17,17,17,17,18,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,16980.0,2013-2017,STATE_FIPS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US17031,05000US17037,05000US17043,05000US17063,05000US17089,05000US17093,05000US17097,05000US17111,05000US17197,05000US18073,05000US18089,05000US18111,05000US18127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US55059,16980.0,2013-2017,GEO_ID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Illinois","DeKalb County, Illinois","DuPage County, Illinois","Grundy County, Illinois","Kane County, Illinois","Kendall County, Illinois","Lake County, Illinois","McHenry County, Illinois","Will County, Illinois","Jasper County, Indiana","Lake County, Indiana","Newton County, Indiana","Porter County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenosha County, Wisconsin",16980.0,2013-2017,GEO_NAME
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5238541,104473,931826,50333,529402,122933,704476,308043,687727,33448,488694,14056,167391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167886,16980.0,2013-2017,B01003_1_total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5238541,104473,931826,50333,529402,122933,704476,308043,687727,33448,488694,14056,167391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167886,16980.0,2013-2017,B01001_1_total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540704,51739,457327,25154,263392,60801,351847,153503,341719,16568,236337,7041,82696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83033,16980.0,2013-2017,B01001_2_male
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169593,3147,28139,1699,17895,4711,21395,8828,21229,1002,15406,345,4724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5147,16980.0,2013-2017,B01001_3_under_5_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162384,3215,29750,1985,19822,5618,25370,10534,25675,1343,16560,447,5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5749,16980.0,2013-2017,B01001_4_5_to_9_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165489,3252,32633,1878,21458,5311,26623,11928,27631,966,17531,425,5689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5796,16980.0,2013-2017,B01001_5_10_to_14_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98899,1978,20111,1184,13099,2847,17128,7607,17473,760,10725,338,3702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3811,16980.0,2013-2017,B01001_6_15_to_17_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64622,2559,12262,605,7156,1532,12412,4103,9846,504,6235,134,2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2639,16980.0,2013-2017,B01001_7_18_and_19_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34332,1796,5661,220,3634,813,5638,2020,4824,324,3116,35,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,16980.0,2013-2017,B01001_8_20_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34433,1568,5711,327,3594,508,5420,2013,4329,208,3220,39,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,16980.0,2013-2017,B01001_9_21_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109203,4033,18487,893,9891,2089,16232,5719,13760,628,9766,306,3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3396,16980.0,2013-2017,B01001_10_22_to_24_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217038,4263,29677,1481,15762,3361,19924,8177,19556,909,14344,453,4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5468,16980.0,2013-2017,B01001_11_25_to_29_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207324,3319,30501,1680,17067,4642,19931,8794,20722,964,14825,410,5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5257,16980.0,2013-2017,B01001_12_30_to_34_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180703,2796,29298,1822,17276,5296,21133,9044,22831,1032,15279,341,5740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4912,16980.0,2013-2017,B01001_13_35_to_39_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169464,3095,30295,1757,19212,4825,23084,10952,25229,1027,14346,549,5157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5675,16980.0,2013-2017,B01001_14_40_to_44_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165112,2896,31901,1720,19041,4534,25169,11990,26684,1018,15013,439,5418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5967,16980.0,2013-2017,B01001_15_45_to_49_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166907,2997,34184,1906,18916,3931,26775,12877,25998,1188,16327,538,5720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6551,16980.0,2013-2017,B01001_16_50_to_54_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159782,3201,33023,1845,17227,3361,24638,11477,22199,1310,17328,672,6136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5722,16980.0,2013-2017,B01001_17_55_to_59_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60297,841,12946,583,6065,1079,8960,4076,7667,294,6261,175,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247,16980.0,2013-2017,B01001_18_60_and_61_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79152,1493,15750,647,7683,1228,11613,5301,10376,609,8345,261,3080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2789,16980.0,2013-2017,B01001_19_62_to_64_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46410,683,9590,396,5019,979,6786,3254,5973,439,4607,104,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612,16980.0,2013-2017,B01001_20_65_and_66_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57986,1117,11686,690,5650,949,7956,3757,7452,483,6578,306,2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,16980.0,2013-2017,B01001_21_67_to_69_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73976,1442,14742,778,7511,1625,10623,4853,9702,597,7934,285,2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625,16980.0,2013-2017,B01001_22_70_to_74_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49272,874,8530,538,4550,1003,6705,3168,5897,348,5291,264,1561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666,16980.0,2013-2017,B01001_23_75_to_79_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36950,523,6488,343,3206,219,4282,1470,3878,432,3994,94,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,16980.0,2013-2017,B01001_24_80_to_84_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31376,651,5962,177,2658,340,4050,1561,2788,183,3306,81,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,16980.0,2013-2017,B01001_25_85_years_and_over
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2697837,52734,474499,25179,266010,62132,352629,154540,346008,16880,252357,7015,84695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84853,16980.0,2013-2017,B01001_26_female
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162944,3003,27153,1460,17122,4297,20409,8354,20311,982,14809,375,4496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4805,16980.0,2013-2017,B01001_27_under_5_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159653,2809,29624,1635,19272,5480,23449,10185,23952,1256,16403,449,5297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5275,16980.0,2013-2017,B01001_28_5_to_9_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158104,3480,30039,1932,20457,4942,26035,11107,27081,1063,16281,443,5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900,16980.0,2013-2017,B01001_29_10_to_14_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96709,1863,19225,1208,12331,3007,16245,7178,16437,705,10436,262,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631,16980.0,2013-2017,B01001_30_15_to_17_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63064,3185,11525,577,6739,1507,9800,3692,8843,436,5901,165,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2452,16980.0,2013-2017,B01001_31_18_and_19_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32901,1849,5320,216,3542,771,4292,1378,4615,265,3015,44,1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,16980.0,2013-2017,B01001_32_20_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33978,1549,4666,240,3546,620,4162,2094,4013,185,3162,53,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662,16980.0,2013-2017,B01001_33_21_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113451,3863,18608,1043,9250,1850,14092,5526,12745,563,9629,337,2860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2731,16980.0,2013-2017,B01001_34_22_to_24_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219832,3851,28120,1396,15094,3369,17966,7750,18461,871,14697,374,4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5223,16980.0,2013-2017,B01001_35_25_to_29_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209284,3180,30083,1736,16676,5236,19969,8795,21079,997,15879,407,5319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361,16980.0,2013-2017,B01001_36_30_to_34_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184946,2648,30771,1602,17923,5519,21524,9543,23370,1145,15316,409,5522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5665,16980.0,2013-2017,B01001_37_35_to_39_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171382,3091,29917,1894,18517,4595,24215,10639,26192,892,16135,364,5456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5106,16980.0,2013-2017,B01001_38_40_to_44_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170604,2923,33548,1830,18979,4777,26150,12440,27053,1038,15987,431,5560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5989,16980.0,2013-2017,B01001_39_45_to_49_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176094,3140,36750,1714,18889,3774,27877,13016,25947,1234,17616,522,6088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6662,16980.0,2013-2017,B01001_40_50_to_54_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175264,3037,35636,1771,16604,3518,25487,11509,22826,1124,18509,560,6387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6049,16980.0,2013-2017,B01001_41_55_to_59_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67173,1121,12934,521,6487,1252,9515,4421,7452,509,6753,205,2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273,16980.0,2013-2017,B01001_42_60_and_61_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89878,1400,17275,754,8934,1311,11979,5152,10885,655,9277,279,3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2774,16980.0,2013-2017,B01001_43_62_to_64_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54895,1037,10710,530,5195,874,7377,3732,6717,332,6070,202,2061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424,16980.0,2013-2017,B01001_44_65_and_66_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69785,1039,12883,653,6401,1365,8811,4122,8542,564,7240,251,2338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033,16980.0,2013-2017,B01001_45_67_to_69_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94469,1507,16956,878,9005,1693,11438,5060,10703,787,9421,283,3294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2981,16980.0,2013-2017,B01001_46_70_to_74_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71926,971,12152,609,5786,1268,8330,3343,7110,557,7437,260,2409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951,16980.0,2013-2017,B01001_47_75_to_79_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56000,1073,9213,358,4200,380,5896,2350,5515,367,5225,120,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646,16980.0,2013-2017,B01001_48_80_to_84_years
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65501,1115,11391,622,5061,727,7611,3154,6159,353,7159,220,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,16980.0,2013-2017,B01001_49_85_years_and_over
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5238541,104473,931826,50333,529402,122933,704476,308043,687727,33448,488694,14056,167391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167886,16980.0,2013-2017,B02001_1_total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2966732,88042,729495,47342,381774,101482,552121,284614,506111,31764,302770,13437,153279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144109,16980.0,2013-2017,B02001_2_white_alone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242179,7766,43525,760,29774,8322,47970,4108,77198,239,118873,18,6072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12611,16980.0,2013-2017,B02001_3_black_or_african_american_alone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13972,61,1827,38,2200,142,1359,267,1252,41,1435,21,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,16980.0,2013-2017,B02001_4_american_indian_and_alaska_native_alone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366098,2523,105771,386,20825,3981,50460,8290,36011,119,6701,84,2330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257,16980.0,2013-2017,B02001_5_asian_alone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786,0,280,15,148,0,401,100,179,0,206,0,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,16980.0,2013-2017,B02001_6_native_hawaiian_and_other_pacific_islander_alone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517175,3459,26723,1063,81829,5880,32945,4803,48169,752,44677,245,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328,16980.0,2013-2017,B02001_7_some_other_race_alone
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130599,2622,24205,729,12852,3126,19220,5861,18807,533,14032,251,3466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4892,16980.0,2013-2017,B02001_8_two_or_more_races
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35914,301,4432,152,3762,1178,3515,887,3957,85,4983,42,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985,16980.0,2013-2017,B02001_9_two_races_including_some_other_race
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94685,2321,19773,577,9090,1948,15705,4974,14850,448,9049,209,2868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3907,16980.0,2013-2017,"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956561,37420,340669,19006,175930,39882,244523,110860,226668,12220,185524,5530,63251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63286,16980.0,2013-2017,B11001_1_total
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182951,23088,238768,13822,130292,31835,179683,83007,171194,8736,123584,3895,44394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41335,16980.0,2013-2017,B11001_2_family_households
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802416,17185,195487,10972,102217,25467,144036,67480,135833,6927,82344,3006,34282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29839,16980.0,2013-2017,B11001_3_married-couple_family
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380535,5903,43281,2850,28075,6368,35647,15527,35361,1809,41240,889,10112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11496,16980.0,2013-2017,B11001_4_other_family
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96490,1531,12189,769,9031,1956,9979,4711,9780,661,10188,273,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3493,16980.0,2013-2017,"B11001_5_male_householder,_no_wife_present"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284045,4372,31092,2081,19044,4412,25668,10816,25581,1148,31052,616,7230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003,16980.0,2013-2017,"B11001_6_female_householder,_no_husband_present"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773610,14332,101901,5184,45638,8047,64840,27853,55474,3484,61940,1635,18857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21951,16980.0,2013-2017,B11001_7_nonfamily_households
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637117,9996,85322,4112,37492,6369,54371,22458,46909,2992,53324,1380,15273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17619,16980.0,2013-2017,B11001_8_householder_living_alone
